"","id","org","year","donor","donor_specific","type_donor","internal_donor","donor_continent","amount_nominal","amount_currency2","amount_currency","earmarked","hq","full_series","granularity","source","page","accessed","link","comment","assign","value","amount_nominal_usd","operations","issue_area","issue_area2","issue_area3","staff","comments","staff_quantile","recipient_quantile"
"3849",6281,"ILO",2015,"International Federation of Red Cross and Red Crescent Societies","Earthquake-resistant construction training in Haiti","private","no",NA,99225,"USD","USD",NA,NA,TRUE,"very granular","ILO Development Cooperation Dashboard (CSV)",NA,2022-01-03,"https://www.ilo.org/DevelopmentCooperationDashboard/#bwgtqc6","Only includes programs with positive expenditure values; accuracy/completeness of data questionable","remo",1,99225,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"3850",8015,"IOM",2004,"Pakistan","assessed contribution","public","no","Asia",20188,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2004","20-23",2022-02-14,"https://www.iom.int/resources/mc/2172-financial-report-year-ended-31-december-2004","outstanding contributions were deducted","remo",1.243496,16234.8732927167,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"3851",13615,"UNHCR",2007,NA,"Jordan","private","no",NA,250,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2007","74-76",2021-12-24,"https://www.unhcr.org/4a2fb7a86.pdf","Private Donors","R",1,250,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"3852",20425,"WHO",2004,"Netherlands",NA,"public","no","Europe",7297250,"USD","USD",NA,NA,TRUE,"very granular","who_fr_2004-5","49-53",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/21317/A59_28-en.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2004 and 2005","R",1,7297250,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3853",11394,"OHCHR",2008,"Serbia",NA,"public","no","Europe",2500,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2008","174-179",2021-12-21,"https://www.ohchr.org/Documents/Press/OHCHR_Report_2008.pdf","current USD = USD as of time of report","remo",1,2500,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3854",11603,"OHCHR",2010,"Panama",NA,"public","no","Latin America",2000,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2010","79-83",2021-12-21,"https://www.refworld.org/pdfid/4ee9ec902.pdf","current USD = USD as of time of report // Report not available from OHCHR site due to flash-player issue, but refworld-version should be the same","remo",1,2000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3855",17100,"UNOG",2008,"Afghanistan","assessed contribution","public","no","Asia",1910.7227667276,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2008","8-13",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2008-9","remo",1,1910.7227667276,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"3856",7616,"IOM",2000,"Slovakia","assessed contribution","public","no","Europe",17013,"CHF","CHF",NA,NA,FALSE,"very granular","iom_fr_2000","20-21",2022-02-14,"https://www.iom.int/resources/mc/2041/part-ii-financial-report-year-ended-31-december-2000-part-2-2","outstanding contributions were deducted","remo",1.688843,10073.7605567835,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"3857",25674,"WIPO",2010,"Guatemala",NA,"public","no","Latin America",5697,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2010-1","222-225",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2010_2011.pdf",NA,"R",1.042906,5462.62079228617,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3858",27436,"WIPO",2019,"Samoa",NA,"public","no","Oceania",2849,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2018-9","237-240",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2018_2019.pdf",NA,"R",0.993775,2866.84611707882,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3859",21664,"WHO",2016,"Task Force for Global Health (TFGH)",NA,"private","no",NA,15000,"USD","USD",NA,NA,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,15000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3860",24942,"WHO",2021,"Denmark",NA,"public","no","Europe",273000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,273000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3861",12979,"UNHCR",2002,NA,"Luxembourg","private","no",NA,3200,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2002","31-32",2021-12-23,"https://www.unhcr.org/publications/fundraising/3edf4fce0/unhcr-global-report-2002-unhcr-overview-funding-unhcrs-programmes.html","Private Donors","R",1,3200,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"3862",27039,"WIPO",2017,"Panama",NA,"public","no","Latin America",5697,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2016-7","239-242",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2016_2017.pdf",NA,"R",0.984692,5785.56543568954,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3863",157,"DNDI",2014,NA,NA,"private","no",NA,211707,"EUR","EUR",NA,NA,FALSE,"partially granular","fr_dndi_2014","73",2022-10-10,"https://dndi.org/resources/publications/",NA,"livio",0.752728,281252.989127547,"non-field","Health","Health","Diseases",270,"Operations: Doing/ supporting research in cooperation with chemical entities; Staff: as of 2022","4th_quantile","4th_quantile"
"3864",20952,"WHO",2007,"Portugal",NA,"public","no","Europe",2098820,"USD","USD",NA,NA,TRUE,"very granular","who_fr_2006-7","47-51",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/23482/A61_20-en.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2006 and 2007","R",1,2098820,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3865",31579,"WHO",2016,"Cameroon","assessed contributions","public","no","Africa",55740,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,55740,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3866",27833,"WTO",2001,"Canada",NA,"public","no","North America",5172468,"CHF","CHF",NA,NA,FALSE,"very granular","ar_wto_2001","148-151",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",1.687615,3064957.35105459,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"3867",31932,"WHO",2018,"Switzerland","voluntary thematic","public","no","Europe",5780.5,"USD","USD",NA,NA,TRUE,"very granular","WHO Budget Platform","-",2022-04-09,"http://open.who.int/2018-19/home",NA,"livio",1,5780.5,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3868",11717,"OHCHR",2011,"Russian Federation",NA,"public","no","Asia",1500000,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2011","125-129",2021-12-21,"https://www2.ohchr.org/english/ohchrreport2011/web_version/ohchr_report2011_web/allegati/16_Funding.pdf","current USD = USD as of time of report","remo",1,1500000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3869",6522,"ILO",2016,"Lao PDR",NA,"public","no","Asia",7575,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2016","71-77",2022-01-03,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_552809.pdf","Assessed contributions according to UN allocations assessment","remo",0.985394,7687.28041778213,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"3870",17799,"UNOG",2011,"New Zealand","assessed contribution","public","no","Oceania",642382.467471916,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2011","2-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2010-11","remo",1,642382.467471916,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"3871",2234,"ICRC",2006,"Omar El Muktar Fund",NA,"private","no",NA,58841,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2006","398-403",2022-02-22,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",1.253843,46928.5229490455,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"3872",2027,"ICRC",2004,NA,NA,"public","no",NA,8985,"CHF","CHF",NA,NA,TRUE,"partially granular","ar_icrc_2004","350-7",2022-10-11,"https://blogs.icrc.org/cross-files/annual-reports/","Various supranational organizations","livio",1.243496,7225.59622226368,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"3873",234,"DNDI",2018,"Switzerland","Canton of Geneva","public","no","Europe",131623,"EUR","EUR",NA,NA,FALSE,"very granular","fr_dndi_2018","22",2022-10-11,"https://dndi.org/resources/publications/",NA,"livio",0.846773,155440.714335483,"non-field","Health","Health","Diseases",270,"Operations: Doing/ supporting research in cooperation with chemical entities; Staff: as of 2022","4th_quantile","4th_quantile"
"3874",23321,"WHO",2018,NA,NA,NA,"no",NA,2300000,"USD","USD",NA,FALSE,TRUE,"aggregate","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor","Miscellaneous","livio",1,2300000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3875",6987,"ILO",2018,"MARS, Inc.","SUPPORTING PRIVATE SECTOR ENGAGEMENT ON FORCED LABOUR AND HUMAN TRAFFICKING","private","no",NA,26364,"USD","USD",NA,NA,TRUE,"very granular","ILO Development Cooperation Dashboard (CSV)",NA,2022-01-03,"https://www.ilo.org/DevelopmentCooperationDashboard/#bwgtqc6","Only includes programs with positive expenditure values; accuracy/completeness of data questionable","remo",1,26364,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"3876",23787,"WHO",2019,"South Korea",NA,"public","no","Asia",11100000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,11100000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3877",30761,"WTO",2020,"Guyana",NA,"public","no","Latin America",29325,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2020","180-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.938895,31233.5245155209,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"3878",195,"DNDI",2016,"United Kingdom","DFID","public","no","Europe",12685191,"EUR","EUR",NA,NA,FALSE,"very granular","fr_dndi_2016","20",2022-10-10,"https://dndi.org/resources/publications/",NA,"livio",0.903421,14041284.1853355,"non-field","Health","Health","Diseases",270,"Operations: Doing/ supporting research in cooperation with chemical entities; Staff: as of 2022","4th_quantile","4th_quantile"
"3879",25923,"WIPO",2011,"Philippines",NA,"public","no","Asia",5697,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2010-1","222-225",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2010_2011.pdf",NA,"R",0.888042,6415.23711716338,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3880",20920,"WHO",2007,"Maldives",NA,"public","no","Asia",4470,"USD","USD",NA,NA,TRUE,"very granular","who_fr_2006-7","47-51",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/23482/A61_20-en.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2006 and 2007","R",1,4470,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3881",26397,"WIPO",2014,"Egypt",NA,"public","no","Africa",11395,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2014-5","260-263",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2014_2015.pdf",NA,"R",0.916151,12437.9059783813,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3882",23339,"WHO",2019,"Association for Reproductive and Family Health (ARFH)",NA,"private","no",NA,221000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,221000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3883",18751,"UNOG",2016,"Moldova","assessed contribution","public","no","Europe",10111.667503006,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2016","9-15",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2016-17","remo",1,10111.667503006,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"3884",19797,"WHO",2000,"Papua New Guinea",NA,"public","no","Oceania",29315,"USD","USD",NA,NA,FALSE,"very granular","who_fr_2000-1","51-55",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/78481/ea5525.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2000 and 2001","R",1,29315,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3885",8596,"IOM",2008,"South Korea","voluntary contribution","public","no","Asia",463934,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2008","43",2022-02-15,"https://governingbodies.iom.int/system/files/jahia/webdav/shared/shared/mainsite/about_iom/en/council/98/MC_2277.pdf",NA,"remo",1,463934,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"3886",15840,"UNOG",2001,"Haiti","assessed contribution","public","no","Latin America",2079.253291,"USD","USD",NA,NA,FALSE,"very granular","UN_Sec_Contr_2001","2-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2000-1","remo",1,2079.253291,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"3887",4913,"ILO",2007,"Kenya",NA,"public","no","Africa",33430,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2006-7","18-21",2022-01-05,"https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---finance/documents/genericdocument/wcms_735407.pdf","Assessed contributions according to UN allocations assessment","remo",1.200366,27849.839132398,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"3888",30366,"WTO",2017,"United States",NA,"public","no","North America",21968335,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2017","176-7",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.984692,22309854.2488413,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"3889",6715,"ILO",2017,"Hungary",NA,"public","no","Europe",609804,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2017","71-77",2022-01-04,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_480366.pdf","Assessed contributions according to UN allocations assessment","remo",0.984692,619283.999463792,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"3890",31608,"WHO",2019,"Monaco","assessed contributions","public","no","Europe",47840,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,47840,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3891",26155,"WIPO",2012,"Venezuela",NA,"public","no","Latin America",11395,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2012-3","225-228",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2012_2013.pdf",NA,"R",0.937684,12152.2815788688,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3892",285,"DNDI",2020,NA,NA,"private","no",NA,943009,"EUR","EUR",NA,NA,FALSE,"partially granular","fr_dndi_2020","24",2022-10-11,"https://dndi.org/resources/publications/",NA,"livio",0.875506,1077101.69890326,"non-field","Health","Health","Diseases",270,"Operations: Doing/ supporting research in cooperation with chemical entities; Staff: as of 2022","4th_quantile","4th_quantile"
"3893",12024,"OHCHR",2014,"New Zealand",NA,"public","no","Oceania",10000,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2014","63-67",2021-12-22,"https://www2.ohchr.org/english/OHCHRReport2014/WEB_version/allegati/Downloads/1_The_whole_Report_2014.pdf","current USD = USD as of time of report","remo",1,10000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3894",22112,"WHO",2017,"HRH Princess Haya Bint Al Hussein HRH","United Arab Emirates","private","no",NA,22000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,22000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3895",11850,"OHCHR",2012,NA,"Individual donors & miscellaneous","private","no",NA,6626,"USD","USD",TRUE,NA,TRUE,"partially granular","ohchr_ar_2012","117-121",2021-12-21,"https://www2.ohchr.org/english/ohchrreport2012/web_en/allegati/10_Funding.pdf","current USD = USD as of time of report","remo",1,6626,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3896",12490,"OHCHR",2019,"Austria",NA,"public","no","Europe",120349,"USD","USD",NA,NA,TRUE,"very granular","ohchr_ar_2019","90-91",2021-12-22,"https://www.ohchr.org/Documents/Publications/OHCHRreport2019.pdf","current USD = USD as of time of report","remo",1,120349,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3897",10710,"ITU",2018,NA,NA,"public","no",NA,106292000,"CHF","CHF",NA,NA,FALSE,"partially granular","council_itu_2020","4",2022-01-07,NA,"labelled estimates","livio",0.977883,108696030.09767,"non-field","Labour, Economic Affairs, Science","Prosperity","Communications",667,"Staff: as of Dec. 2017","3rd_quantile","3rd_quantile"
"3898",17214,"UNOG",2008,"Mongolia","assessed contribution","public","no","Asia",1910.7227667276,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2008","8-13",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2008-9","remo",1,1910.7227667276,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"3899",24953,"WHO",2021,"Eisai Co., Ltd",NA,"private","no",NA,74500,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,74500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3900",16356,"UNOG",2004,"Bolivia","assessed contribution","public","no","Latin America",15706.06962,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2004","10-15",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2004-5","remo",1,15706.06962,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"3901",29668,"WTO",2013,"Kyrgyzstan",NA,"public","no","Asia",31280,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2013","142-3",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.926904,33746.7526302616,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"3902",11127,"OHCHR",2006,"Finland",NA,"public","no","Europe",1524551,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2006","158",2021-12-21,"https://www.ohchr.org/Documents/AboutUs/annualreport2006.pdf","current USD = USD as of time of report","remo",1,1524551,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3903",22208,"WHO",2017,"KNCV Tuberculosis Foundation",NA,"private","no",NA,491500,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,491500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3904",8588,"IOM",2008,"Rwanda","assessed contribution","public","no","Africa",9892,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2008","25-29",2022-02-15,"https://governingbodies.iom.int/system/files/jahia/webdav/shared/shared/mainsite/about_iom/en/council/98/MC_2277.pdf","outstanding contributions were deducted","remo",1.08309,9133.12836421719,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"3905",25594,"WHO",2021,NA,NA,NA,"no",NA,442000,"USD","USD",NA,FALSE,TRUE,"aggregate","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor","Miscellaneous Healthy Cities","livio",1,442000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3906",14120,"UNHCR",2011,"Austria",NA,"public","no","Europe",3196776,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2011","92-95",2021-12-25,"https://www.unhcr.org/publications/fundraising/4fc8808f0/unhcr-global-report-2011-funding-unhcrs-programmes.html",NA,"R",1,3196776,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"3907",14151,"UNHCR",2011,"France",NA,"public","no","Europe",25981207,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2011","92-95",2021-12-25,"https://www.unhcr.org/publications/fundraising/4fc8808f0/unhcr-global-report-2011-funding-unhcrs-programmes.html",NA,"R",1,25981207,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"3908",10514,"IOM",2020,"Canada","voluntary contribution","public","no","North America",42018561,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2020","75-76",2022-02-15,"https://governingbodies.iom.int/system/files/en/council/112/C-112-3%20_%20Financial%20Report%202020.pdf",NA,"remo",1,42018561,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"3909",3624,"ICRC",2017,"Cyprus",NA,"public","no","Europe",21322,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2017","546-50",2022-10-12,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",0.984692,21653.4713392614,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"3910",26008,"WIPO",2012,"Chad",NA,"public","no","Africa",1424,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2012-3","225-228",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2012_2013.pdf",NA,"R",0.937684,1518.63527584986,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"3911",511,"GAVI",2011,"Italy","IFFIm","public","no","Europe",31956396,"USD","USD",NA,NA,TRUE,"very granular","gavi_xlsx_2012",NA,2022-01-12,"https://www.gavi.org/news/document-library/annual-donor-contributions-gavi-2000-2031-31-december-2012","Annual donor contributions from 2000 to 2012 (replaces missing info in gavi_fr_2000 - gavi_fr_2009)","remo",1,31956396,"field","Health","Health","Vaccination",600,"Staff: estimated by www.craft.co","4th_quantile","2nd_quantile"
"3912",10812,"OHCHR",2001,"Malta",NA,"public","no","Europe",1500,"USD","USD",NA,NA,FALSE,"very granular","ohchr_ar_2001","15",2021-12-20,"https://www.ohchr.org/Documents/AboutUs/annualreport2001.pdf","current USD = USD as of time of report","remo",1,1500,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"3913",3129,"ICRC",2013,"Norway",NA,"public","no","Europe",63936304,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2013","574-9",2022-10-12,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",0.926904,68978345.1144887,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"3914",24870,"WHO",2021,"Canada",NA,"public","no","North America",11100000,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,11100000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"3915",23578,"WHO",2019,"Italy",NA,"public","no","Europe",5100000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,5100000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
